open_time,open,high,low,close,volume,num_trades,taker_base_vol
1502668800000,4261.48,4485.39,3850.0,4086.29,2843.431426,13134,2240.24924
1503273600000,4069.13,4453.91,3400.0,4310.01,4599.396629,37826,1755.530265
1503878400000,4310.01,4939.19,4124.54,4509.08,4753.843376,35717,1371.034428
1504483200000,4505.0,4788.59,3603.0,4130.37,6382.787745,42372,2821.422739
1505088000000,4153.62,4394.59,2817.0,3699.99,8106.705127,50423,3763.128452
1505692800000,3690.0,4123.2,3505.55,3660.02,5908.32335,56785,2821.438887
1506297600000,3660.02,4406.52,3653.69,4378.48,5782.305424,71484,2482.361367
1506902400000,4400.0,4658.0,4110.0,4640.0,4708.272956,59658,2077.80349
1507507200000,4640.0,5922.3,4550.0,5709.99,7913.925837,61638,4280.127269
1508112000000,5710.0,6171.0,5037.95,5950.02,12157.769447,75969,5501.9124
1508716800000,5975.0,6189.88,5286.98,6169.98,13133.99457,74778,5845.143252
1509321600000,6133.01,7590.25,6030.0,7345.01,11663.209648,98387,5037.950811
1509926400000,7345.1,7770.02,5325.01,5811.03,18916.3199,132654,8296.83946
1510531200000,5839.94,8123.15,5699.99,8038.0,19791.101011,107207,9966.297735
1511136000000,8057.11,9350.0,7801.0,9128.02,28921.859792,129930,14522.913389
1511740800000,9128.0,11825.0,8520.0,11165.41,48427.94965,232180,27122.187731
1512345600000,11165.41,17204.99,10802.0,14899.98,72469.977627,393420,42089.109532
1512950400000,14946.26,19798.68,14666.56,18860.02,67851.486215,539238,33646.705468
1513555200000,18860.04,19300.0,10961.0,13500.0,135385.440322,1007841,67305.696474
1514160000000,13500.0,16498.05,11750.0,13716.36,116522.754321,1040980,62664.766575
1514764800000,13715.65,17176.24,12750.0,16150.03,120239.399359,1087900,68117.139059
1515369600000,16218.85,16322.3,11400.0,13474.99,137537.904565,1176645,67529.525725
1515974400000,13477.98,14249.99,9035.0,11530.0,303127.502137,2359135,148847.018392
1516579200000,11530.0,12244.0,9900.24,11879.95,198030.051117,1961464,95219.664176
1517184000000,11879.95,11975.02,7930.0,8184.81,202016.407759,2082917,92718.819101
1517788800000,8179.99,9065.78,6000.01,8063.88,340794.292131,3182111,168442.580269
1518393600000,8063.82,11274.0,8053.0,10383.43,311863.068137,3359228,152843.460787
1518998400000,10375.01,11786.01,9274.8,9590.0,350623.132911,2886657,170833.284427
1519603200000,9590.0,11565.0,9350.0,11515.0,183970.997614,1604626,90364.521285
1520208000000,11515.0,11710.0,8329.0,9533.57,282035.225382,2232004,135387.477047
