open_time,open,high,low,close,volume,num_trades,taker_base_vol
1502942400000,4261.48,4328.69,4261.32,4315.32,70.415925,273,56.608574
1502949600000,4330.29,4349.99,4287.41,4349.99,11.67294,61,7.405153
1502956800000,4333.32,4445.78,4333.32,4444.0,11.73643,71,11.073055
1502964000000,4441.1,4485.39,4399.81,4427.3,51.883452,177,47.714578
1502971200000,4436.06,4459.0,4411.0,4459.0,54.344834,226,41.877036
1502978400000,4459.0,4485.39,4333.42,4352.34,120.217167,632,83.307097
1502985600000,4352.33,4354.84,4235.45,4289.24,127.123703,590,77.994271
1502992800000,4289.24,4335.3,4200.74,4325.23,97.986013,396,87.042092
1503000000000,4307.56,4369.69,4258.56,4333.55,110.748508,495,94.035755
1503007200000,4333.55,4359.13,4280.82,4285.08,139.021405,506,109.19093
1503014400000,4285.08,4340.62,4134.61,4243.59,158.120357,511,116.277162
1503021600000,4251.95,4308.7,4234.0,4292.39,118.072686,525,98.378408
1503028800000,4292.39,4340.62,4234.43,4313.56,114.966801,634,91.714438
1503036000000,4313.56,4316.98,4247.75,4300.25,133.422228,501,111.932261
1503043200000,4285.0,4327.25,4259.85,4304.15,120.483005,475,106.720476
1503050400000,4304.15,4371.52,4296.04,4340.31,75.657124,405,60.385256
1503057600000,4320.52,4340.31,4221.05,4293.09,61.652724,273,50.153075
1503064800000,4293.09,4293.09,4193.7,4236.89,114.31666,424,96.925237
1503072000000,4234.54,4283.79,4066.53,4193.35,107.73029,361,87.361689
1503079200000,4171.17,4297.75,4015.7,4136.28,85.91668,392,66.097255
1503086400000,4135.0,4135.0,3938.77,3975.69,34.706668,309,21.204297
1503093600000,3996.92,4136.48,3938.77,4108.37,74.843041,423,65.719156
1503100800000,4108.37,4184.69,4084.28,4148.53,70.144054,342,60.216903
1503108000000,4148.53,4184.0,4103.52,4138.55,38.366394,243,32.182271
1503115200000,4138.5,4156.0,4027.83,4077.0,29.867426,164,21.173494
1503122400000,4077.0,4082.0,3933.21,4033.47,82.884653,329,55.505533
1503129600000,4033.47,4082.25,3964.08,4068.2,23.190628,160,14.195343
1503136800000,4054.0,4082.0,3850.0,3957.6,54.065414,321,30.024241
1503144000000,3945.12,4100.0,3928.89,4039.84,34.936648,227,24.655593
1503151200000,4066.0,4068.31,3964.67,3972.05,12.57893,93,9.159166
1503158400000,4036.19,4049.69,3953.4,4027.37,7.153725,64,4.924104
1503165600000,4013.69,4103.92,4013.69,4076.12,18.771331,97,15.174569
1503172800000,4088.71,4149.99,4051.47,4074.23,6.939764,69,4.873371
1503180000000,4090.0,4141.0,4090.0,4139.98,2.410796,44,2.251454
1503187200000,4120.98,4139.98,4044.0,4082.53,3.405075,48,2.993177
1503194400000,4096.33,4124.69,4082.62,4094.62,3.206208,31,2.765208
1503201600000,4094.62,4142.16,4087.0,4117.41,11.552299,106,9.87631
1503208800000,4117.41,4156.56,4081.19,4155.87,17.051611,169,10.271777
1503216000000,4155.87,4211.08,4032.62,4155.0,17.791396,151,7.707415
1503223200000,4140.0,4142.41,4080.0,4106.53,18.228547,117,12.55164
1503230400000,4106.53,4125.43,4063.35,4063.35,4.024002,53,1.652223
1503237600000,4096.32,4125.0,4068.5,4125.0,25.089264,75,20.678763
1503244800000,4125.0,4150.0,4091.59,4129.0,72.583642,317,60.962159
1503252000000,4129.32,4185.94,4116.0,4164.6,97.411875,372,85.863539
1503259200000,4161.59,4171.62,4116.0,4150.0,89.165059,423,74.345068
1503266400000,4162.59,4171.62,4069.13,4086.29,107.574044,459,87.128668
1503273600000,4069.13,4119.62,4062.78,4094.6,109.060472,494,98.784962
1503280800000,4094.6,4109.26,4039.0,4084.76,111.777671,437,93.60058
1503288000000,4079.26,4104.68,4011.02,4016.9,106.671074,515,85.881122
1503295200000,4011.04,4055.92,3953.4,4043.63,115.904055,685,93.192303
1503302400000,4043.63,4077.07,4010.78,4074.0,58.817043,251,50.678563
1503309600000,4066.0,4088.12,4000.01,4023.11,20.061271,203,13.027159
1503316800000,4023.11,4023.11,3934.43,3951.49,28.685665,276,8.240445
1503324000000,3914.59,4023.11,3911.79,4022.0,15.077131,203,9.714129
1503331200000,4005.99,4029.06,3951.26,4016.2,12.389071,136,8.136085
1503338400000,3997.57,4042.11,3918.8,4027.05,12.077859,194,9.787228
1503345600000,4027.05,4070.49,3950.0,4039.1,71.465311,358,63.522568
1503352800000,4039.1,4041.23,3987.5,4016.0,29.756437,220,22.790963
1503360000000,4016.0,4016.0,3688.97,3700.0,90.465526,522,61.323918
1503367200000,3700.0,3862.39,3689.0,3862.39,24.21982,209,17.882812
1503374400000,3863.0,3868.57,3400.0,3626.99,43.165429,231,13.689444
1503381600000,3619.95,3854.46,3619.95,3798.08,124.05609,704,95.74501
1503388800000,3798.08,3920.31,3750.08,3904.56,113.040289,568,93.435258
1503396000000,3904.56,3905.56,3826.12,3866.48,108.690947,898,45.067469
1503403200000,3866.48,3990.12,3853.53,3920.99,114.411455,1042,25.821367
1503410400000,3874.38,3921.63,3786.81,3858.23,64.946966,429,16.334326
1503417600000,3858.23,3998.99,3853.47,3943.0,80.058906,396,16.832919
1503424800000,3944.0,4104.82,3944.0,3984.24,79.476749,621,11.305672
1503432000000,3984.5,4061.54,3946.67,3946.67,51.797997,341,7.762335
1503439200000,3999.96,4046.11,3944.03,4040.0,72.354684,533,18.794651
1503446400000,4040.0,4100.0,4013.89,4100.0,70.426447,412,12.110464
1503453600000,4101.53,4127.99,4049.74,4100.41,89.231937,585,11.310029
1503460800000,4084.54,4115.87,4053.18,4053.18,70.688849,508,16.252413
1503468000000,4064.0,4099.99,4035.32,4074.88,71.150754,603,11.031786
1503475200000,4081.63,4242.32,4057.0,4203.12,77.879115,472,13.981947
1503482400000,4208.11,4237.99,4174.09,4237.99,57.144907,581,22.213283
1503489600000,4205.98,4265.8,4155.0,4211.0,143.886944,1679,85.209106
1503496800000,4166.89,4226.95,4150.65,4197.05,93.473625,922,43.738609
1503504000000,4226.94,4259.58,4166.27,4166.27,110.320249,1420,48.204989
1503511200000,4166.27,4191.71,4103.51,4117.07,64.317336,436,5.779089
1503518400000,4136.48,4178.65,4073.41,4090.0,83.825741,497,23.522217
1503525600000,4090.0,4169.99,4069.8,4114.01,68.790661,514,16.06516
1503532800000,4147.0,4195.0,4113.9,4140.91,60.678014,428,8.656037
1503540000000,4141.88,4204.55,4085.01,4113.58,62.842136,475,18.404706
1503547200000,4113.58,4177.64,4090.39,4132.09,60.40634,439,12.684852
1503554400000,4132.09,4177.18,4131.91,4153.32,62.77312,350,8.971297
1503561600000,4153.8,4224.0,4150.0,4165.01,71.191774,596,20.806055
1503568800000,4166.0,4250.94,4165.01,4202.0,100.294714,1118,52.249795
1503576000000,4211.78,4224.64,4136.33,4157.74,70.00115,695,17.187434
1503583200000,4173.11,4250.9,4157.74,4222.0,76.996192,569,26.195298
1503590400000,4223.06,4250.71,4178.22,4188.18,56.858253,477,9.486557
1503597600000,4188.18,4250.77,4179.22,4216.07,54.721105,362,6.754673
1503604800000,4216.1,4245.0,4193.17,4207.0,46.342256,388,9.220668
1503612000000,4207.0,4371.68,4206.11,4316.01,64.313699,350,16.20304
1503619200000,4316.01,4370.0,4310.59,4333.01,84.889988,1107,12.693374
1503626400000,4333.01,4363.71,4295.75,4312.69,56.214538,404,15.814714
1503633600000,4312.69,4362.0,4281.04,4281.04,48.344843,474,9.799669
1503640800000,4294.79,4335.0,4267.5,4329.0,53.1647,451,8.463067
1503648000000,4317.81,4354.35,4316.54,4344.56,33.598493,351,5.728375
1503655200000,4344.56,4361.28,4298.74,4361.27,40.834567,343,10.231196
1503662400000,4361.27,4361.27,4261.13,4312.0,131.799627,2079,12.401252
1503669600000,4303.82,4422.29,4291.52,4394.36,32.407029,328,11.529179
1503676800000,4394.36,4453.91,4372.29,4402.32,33.678724,342,5.326345
1503684000000,4409.44,4449.44,4284.11,4307.17,18.720606,176,2.835706
1503691200000,4326.0,4336.13,4247.48,4288.99,21.133175,254,4.839591
1503698400000,4288.99,4365.0,4280.68,4280.68,18.82645,245,0.435506
1503705600000,4280.71,4315.0,4274.33,4284.0,9.457918,108,1.449502
1503712800000,4284.0,4305.75,4228.99,4297.94,32.18065,317,4.241344
1503720000000,4297.94,4319.67,4252.44,4295.75,17.397237,146,4.579816
1503727200000,4307.72,4319.7,4280.81,4319.7,11.310051,118,2.861142
1503734400000,4319.7,4319.7,4260.88,4274.84,16.337474,99,3.493343
1503741600000,4289.12,4317.99,4287.79,4288.72,19.815607,143,3.157074
1503748800000,4288.72,4306.74,4221.14,4261.89,25.125092,233,7.178251
1503756000000,4258.53,4275.0,4242.04,4275.0,9.529892,131,4.067548
1503763200000,4275.0,4275.0,4212.41,4255.19,19.39829,194,3.108049
1503770400000,4255.19,4351.32,4236.51,4293.52,28.032818,356,13.01144
1503777600000,4293.52,4345.0,4279.0,4313.98,22.912371,241,4.987535
1503784800000,4323.06,4367.0,4288.09,4337.44,16.610668,174,4.055097
1503792000000,4332.51,4383.03,4315.52,4379.32,37.953153,411,11.734488
1503799200000,4379.5,4400.0,4314.91,4314.91,25.027235,320,6.46796
1503806400000,4329.19,4370.85,4293.42,4320.52,25.866915,331,3.693311
1503813600000,4314.9,4344.9,4298.75,4313.84,21.611284,169,4.23728
1503820800000,4331.29,4352.34,4302.11,4320.81,28.985551,413,14.317224
1503828000000,4330.0,4344.99,4285.56,4323.37,28.153131,450,6.04057
1503835200000,4340.0,4340.0,4285.54,4312.69,22.898849,260,4.388516
1503842400000,4312.69,4335.0,4295.28,4325.0,12.378575,188,2.174319
1503849600000,4290.01,4370.92,4290.01,4340.0,31.962203,341,16.45529
1503856800000,4369.0,4386.78,4327.62,4368.41,40.149057,247,13.876494
1503864000000,4336.12,4386.79,4336.09,4370.0,45.983418,355,12.75319
1503871200000,4350.0,4371.42,4309.6,4310.01,29.723214,185,5.512716
1503878400000,4310.01,4326.99,4265.45,4280.04,56.347785,454,7.947071
1503885600000,4280.04,4330.36,4239.36,4239.37,16.94757,175,4.548531
1503892800000,4239.36,4252.76,4124.54,4169.01,60.844472,625,27.106074
1503900000000,4223.8,4297.11,4199.01,4261.9,33.552726,288,20.507925
1503907200000,4261.9,4305.0,4226.93,4227.0,40.836119,279,16.951786
1503914400000,4240.0,4365.4,4240.0,4308.0,80.885915,391,21.289832
1503921600000,4309.0,4347.0,4271.86,4347.0,54.459152,394,16.909053
1503928800000,4295.32,4320.9,4271.03,4273.59,67.399399,385,7.218717
1503936000000,4317.2,4370.45,4273.59,4324.67,65.182308,387,4.565487
1503943200000,4324.64,4362.99,4307.22,4321.65,42.043369,370,4.593442
1503950400000,4321.65,4349.98,4290.18,4331.47,33.888641,294,3.028382
1503957600000,4346.76,4399.82,4331.45,4386.69,51.45416,307,8.121482
1503964800000,4353.65,4386.69,4331.46,4349.54,40.509833,321,8.966126
1503972000000,4349.55,4383.99,4314.35,4376.99,38.352241,297,6.856167
1503979200000,4363.48,4404.05,4343.49,4356.76,58.030567,365,8.243571
1503986400000,4356.76,4404.07,4313.55,4329.02,70.426392,529,22.816067
1503993600000,4328.12,4382.99,4328.12,4367.4,56.571874,385,9.588002
1504000800000,4367.4,4417.61,4329.57,4368.5,31.479555,316,7.089619
1504008000000,4368.5,4625.85,4347.59,4580.0,75.610626,462,22.132373
1504015200000,4581.61,4599.96,4530.87,4570.0,53.153945,377,15.62945
1504022400000,4569.65,4584.0,4496.95,4555.55,66.990957,366,7.139421
1504029600000,4533.47,4555.55,4511.45,4555.55,60.223273,385,18.718613
1504036800000,4540.0,4624.99,4535.09,4618.93,39.485618,225,13.104326
1504044000000,4618.92,4619.6,4564.77,4587.48,12.710147,131,3.158832
1504051200000,4564.52,4619.99,4527.45,4597.55,72.053678,415,6.674084
1504058400000,4597.54,4618.3,4565.33,4583.61,47.371352,356,6.091164
1504065600000,4600.0,4625.0,4558.89,4590.49,78.489726,389,16.676743
1504072800000,4590.49,4647.51,4550.01,4550.02,71.061725,398,14.914359
1504080000000,4550.0,4597.0,4482.0,4482.0,53.070093,290,9.343531
1504087200000,4502.17,4569.0,4416.01,4498.35,123.081735,1047,47.828309
1504094400000,4537.0,4592.76,4416.16,4585.31,92.951803,677,32.525687
1504101600000,4584.0,4589.67,4516.95,4546.77,70.061678,523,25.75812
1504108800000,4555.0,4600.0,4546.74,4600.0,50.313993,406,14.226887
1504116000000,4590.01,4609.92,4532.8,4536.82,34.531285,315,2.071728
1504123200000,4536.82,4571.87,4516.87,4547.26,42.144859,320,4.604907
1504130400000,4561.69,4579.91,4547.24,4555.14,73.336844,415,15.346733
1504137600000,4555.14,4605.99,4555.14,4574.8,60.465695,307,14.610811
1504144800000,4574.8,4606.0,4569.6,4593.66,49.185186,507,6.631991
1504152000000,4596.54,4628.12,4578.17,4598.54,49.252939,322,6.369275
1504159200000,4600.0,4613.0,4572.64,4592.16,53.745986,308,4.015527
1504166400000,4603.58,4615.0,4572.64,4583.02,47.078513,289,6.956886
1504173600000,4596.52,4678.57,4583.02,4656.67,64.796298,363,14.189477
1504180800000,4674.97,4685.55,4631.41,4685.55,68.307021,511,17.057502
1504188000000,4685.55,4685.55,4648.82,4648.82,38.690174,388,13.552331
1504195200000,4648.82,4685.56,4638.98,4650.55,23.430511,272,16.080463
1504202400000,4683.9,4745.42,4650.56,4698.77,43.372652,331,13.48129
1504209600000,4688.47,4724.71,4666.84,4724.71,29.889519,227,3.615358
1504216800000,4685.03,4724.89,4666.84,4724.89,28.742308,336,15.386414
1504224000000,4689.89,4766.99,4689.89,4725.0,43.823017,375,12.442126
1504231200000,4740.99,4767.0,4713.67,4714.73,31.824961,248,11.098922
1504238400000,4714.73,4734.99,4654.88,4664.14,49.570197,280,3.636987
1504245600000,4664.14,4713.8,4656.3,4707.5,51.655937,261,7.462107
1504252800000,4715.0,4762.99,4708.09,4742.46,69.800601,432,18.616929
1504260000000,4739.33,4798.46,4725.88,4775.0,61.166054,378,9.257206
1504267200000,4775.0,4839.92,4736.35,4777.02,22.129873,223,14.09948
1504274400000,4777.02,4804.12,4725.81,4803.83,46.757839,295,2.159831
1504281600000,4756.46,4803.83,4738.94,4792.97,53.336585,456,4.772966
1504288800000,4792.97,4815.67,4739.08,4813.24,43.615038,437,10.074604
1504296000000,4808.79,4859.44,4770.63,4770.63,43.785082,338,14.410629
1504303200000,4760.01,4885.55,4760.01,4834.91,43.201182,277,10.628316
1504310400000,4796.16,4932.38,4784.43,4932.38,67.007717,533,31.935329
1504317600000,4932.38,4939.19,4764.88,4788.07,78.530811,503,25.135793
1504324800000,4765.01,4814.49,4473.35,4473.35,82.905895,743,26.088448
1504332000000,4493.0,4780.0,4473.35,4697.71,95.863713,965,65.193431
1504339200000,4701.02,4709.4,4549.77,4604.02,80.844416,548,18.389273
1504346400000,4604.01,4688.66,4556.71,4630.01,61.39546,549,27.288347
1504353600000,4669.75,4675.0,4516.17,4618.39,68.331799,548,24.449199
1504360800000,4618.39,4618.39,4354.61,4460.19,118.972686,752,51.24331
1504368000000,4465.12,4545.76,4377.43,4530.01,84.974686,638,30.684862
1504375200000,4554.98,4554.98,4428.66,4509.77,54.640836,342,11.970101
1504382400000,4509.77,4509.96,4286.87,4299.53,82.780806,859,36.104212
1504389600000,4398.49,4508.5,4299.47,4472.14,52.89977,495,30.717558
1504396800000,4508.5,4618.38,4486.19,4560.0,57.022254,605,23.4715
1504404000000,4545.0,4618.4,4467.88,4569.54,55.546504,407,23.709157
1504411200000,4584.78,4714.76,4584.78,4675.12,70.959871,428,30.501892
1504418400000,4684.9,4714.33,4586.29,4620.87,48.793013,509,12.236221
1504425600000,4610.52,4674.86,4502.75,4523.47,67.554666,721,17.904219
1504432800000,4523.48,4557.19,4456.8,4486.0,35.658853,321,15.262833
1504440000000,4475.23,4557.25,4298.33,4303.1,83.089786,691,31.601177
1504447200000,4303.31,4469.14,4298.33,4384.15,87.181733,779,41.293993
1504454400000,4351.02,4529.44,4345.01,4476.13,44.717203,474,14.721653
1504461600000,4500.0,4530.0,4425.46,4529.0,61.577094,429,17.493275
1504468800000,4529.0,4550.0,4445.15,4549.0,46.065885,369,19.030899
1504476000000,4549.0,4583.84,4492.73,4509.08,33.049336,289,11.707717
1504483200000,4505.0,4527.49,4411.8,4411.81,33.840225,314,11.225144
1504490400000,4411.97,4448.03,4340.5,4340.51,47.490897,459,14.0238
1504497600000,4340.53,4467.0,4340.53,4402.0,89.923584,488,43.874378
1504504800000,4402.02,4493.15,4052.0,4186.96,185.99001,1128,58.105794
1504512000000,4102.05,4390.0,4075.0,4336.42,270.129664,1488,153.51405
1504519200000,4336.86,4437.68,4114.33,4153.0,194.550374,1005,63.027233
1504526400000,4153.0,4311.14,4106.81,4275.19,118.518246,766,58.828071
1504533600000,4275.19,4275.19,4014.76,4015.03,157.722981,1231,63.636147
1504540800000,4015.03,4115.05,3972.52,3972.53,91.365196,736,26.597771
1504548000000,3972.53,4224.99,3972.51,4203.67,63.67737,395,33.656632
1504555200000,4187.0,4300.95,4121.02,4258.4,64.762246,649,30.935449
1504562400000,4258.4,4258.4,4100.11,4100.11,76.673821,658,21.176382
1504569600000,4106.97,4121.33,3620.0,3620.0,173.532471,1082,56.949233
1504576800000,3659.5,4071.83,3603.0,3988.04,113.204824,1267,67.363732
1504584000000,3996.24,4070.38,3943.1,3960.01,93.361386,717,37.58185
1504591200000,3966.83,4190.4,3960.01,4190.4,120.473035,1345,43.932881
1504598400000,4190.0,4217.23,4050.0,4120.05,156.21156,1127,62.016147
1504605600000,4120.4,4248.6,4096.07,4246.82,65.902849,650,36.191812
1504612800000,4248.64,4297.63,4192.29,4261.04,109.877011,792,45.898824
1504620000000,4267.23,4298.0,4116.65,4151.0,135.199454,1012,61.875649
1504627200000,4140.0,4337.7,4096.06,4322.47,57.063835,433,31.866715
1504634400000,4317.67,4459.55,4294.0,4442.48,68.52074,658,33.820386
1504641600000,4442.09,4445.72,4351.01,4374.43,69.529861,530,32.482404
1504648800000,4366.77,4484.99,4352.53,4366.47,66.061131,471,23.496432
1504656000000,4366.49,4521.18,4365.73,4502.83,86.720943,965,41.555141
1504663200000,4502.83,4522.81,4414.25,4430.02,100.699626,1125,54.374955
1504670400000,4448.1,4466.09,4335.26,4416.17,80.652432,574,37.354011
1504677600000,4416.54,4505.96,4335.26,4461.29,85.65551,936,41.654802
1504684800000,4476.13,4574.46,4474.2,4492.66,80.488819,819,47.581723
1504692000000,4497.81,4597.79,4469.82,4548.13,94.806001,934,50.671023
1504699200000,4544.59,4594.9,4422.28,4502.77,172.812836,1630,86.758433
1504706400000,4490.01,4619.47,4466.2,4619.43,88.783961,930,57.354597
1504713600000,4619.43,4619.43,4619.43,4619.43,0.0,0,0.0
1504735200000,4619.43,4662.87,4610.0,4619.77,16.743598,43,5.618378
1504742400000,4619.77,4661.93,4451.93,4453.01,22.079978,59,3.427307
1504749600000,4465.64,4572.47,4438.19,4484.03,65.095108,352,36.029359
1504756800000,4489.48,4561.9,4482.0,4519.48,39.277794,229,15.120021
1504764000000,4519.47,4548.13,4452.0,4510.25,26.666453,202,11.226076
1504771200000,4475.01,4589.99,4458.0,4571.66,39.942816,217,18.29315
1504778400000,4580.78,4649.92,4557.89,4613.94,52.567461,355,33.201598
1504785600000,4616.79,4723.32,4587.65,4710.0,104.260668,602,55.900136
1504792800000,4720.32,4759.25,4642.84,4755.0,60.949014,384,24.151315
1504800000000,4755.0,4788.59,4672.35,4702.06,36.788618,208,22.214398
1504807200000,4711.25,4759.99,4680.01,4754.21,15.339634,118,6.406967
1504814400000,4716.61,4716.61,4586.13,4641.13,23.193274,225,6.55208
1504821600000,4632.0,4752.12,4609.04,4691.61,14.269157,119,8.161542
1504828800000,4691.66,4735.39,4586.13,4601.01,29.900776,243,13.978634
1504836000000,4634.94,4653.49,4605.02,4605.05,16.000127,128,4.634146
1504843200000,4633.47,4633.47,4605.02,4622.0,15.478045,105,7.055599
1504850400000,4608.0,4630.7,4587.08,4619.01,29.351955,277,9.503722
1504857600000,4625.36,4699.77,4620.0,4660.72,19.158419,113,10.300007
