open_time,open,high,low,close,volume,num_trades,taker_base_vol
1501545600000,4261.48,4745.42,3400.0,4724.89,10015.640272,69180,4610.019431
1504224000000,4689.89,4939.19,2817.0,4378.51,27634.18912,228745,12353.170043
1506816000000,4378.49,6498.01,4110.0,6463.0,41626.388463,303389,19231.858853
1509494400000,6463.0,11300.03,5325.01,9838.96,108487.978119,577424,55476.983538
1512086400000,9837.0,19798.68,9380.0,13716.36,408476.658399,3082883,213940.587099
1514764800000,13715.65,17176.24,9035.0,10285.1,816675.564467,7214977,405900.525084
1517443200000,10285.1,11786.01,6000.01,10326.76,1243940.85531,11684784,605296.665626
1519862400000,10325.64,11710.0,6600.1,6923.91,1235326.31402,9237002,600809.010645
1522540800000,6922.0,9759.82,6430.0,9246.01,1110964.015581,7421056,562990.666953
1525132800000,9246.01,10020.0,7032.95,7485.01,914476.377885,7433740,465963.946341
1527811200000,7485.01,7786.69,5750.0,6390.07,942249.765944,6911213,511693.580655
1530403200000,6391.08,8491.77,6070.0,7730.93,1102510.436786,6137961,590311.682161
1533081600000,7735.67,7750.0,5880.0,7011.21,1408159.816556,6947401,757462.270359
1535760000000,7011.21,7410.0,6111.0,6626.57,1100653.423315,5764608,597396.269165
1538352000000,6626.57,7680.0,6205.0,6371.93,629922.086219,3852914,324179.636991
1541030400000,6369.52,6615.15,3652.66,4041.32,1210366.564567,6810329,616104.67054
1543622400000,4041.27,4312.99,3156.26,3702.9,1591229.611862,7933980,809310.7712
1546300800000,3701.23,4069.8,3349.92,3434.1,908244.14054,6315903,471134.137498
1548979200000,3434.1,4198.0,3373.1,3813.69,861783.986727,5866928,452235.785562
1551398400000,3814.26,4140.0,3670.69,4103.95,787190.48925,5549651,416484.156595
1554076800000,4102.44,5600.0,4067.0,5320.81,1126961.315101,7878682,575775.326797
1556668800000,5321.94,9074.26,5316.2,8555.0,1498410.025617,12978067,778598.220628
1559347200000,8555.0,13970.0,7444.58,10854.1,1689489.647326,15717591,869210.722548
1561939200000,10854.1,13147.08,9060.0,10080.53,1886176.065915,17005268,955194.468837
1564617600000,10080.53,12330.7,9320.0,9587.47,1201961.576316,11862163,607197.730488
1567296000000,9588.74,10905.87,7710.0,8289.34,1116856.475836,10290100,560469.13385
1569888000000,8289.97,10370.0,7300.0,9140.85,1446763.024045,14098403,733947.670057
1572566400000,9140.86,9513.68,6515.0,7541.89,1499118.774995,12471724,750869.623227
1575158400000,7540.63,7750.0,6435.0,7195.23,1307033.020384,10826717,663282.884286
1577836800000,7195.24,9578.0,6871.04,9352.89,1691323.137782,14894658,856196.333802
1580515200000,9351.71,10500.0,8445.0,8523.61,1609726.154564,17837429,798553.012528
1583020800000,8523.61,9188.0,3782.13,6410.44,3789768.913125,28381746,1845421.420217
1585699200000,6412.14,9460.0,6150.11,8620.0,2528373.691121,22386100,1225177.008108
1588291200000,8620.0,10067.0,8117.0,9448.27,2685340.078508,26310658,1290540.419741
1590969600000,9448.27,10380.0,8833.0,9138.55,1504745.517922,16545761,722427.805431
1593561600000,9138.08,11444.0,8893.03,11335.46,1507827.21494,20753644,730493.372932
