open_time,open,high,low,close,volume,num_trades,taker_base_vol
1502928000000,4261.48,4485.39,4200.74,4285.08,795.150377,3427,616.248541
1503014400000,4285.08,4371.52,3938.77,4108.37,1199.888264,5233,972.86871
1503100800000,4108.37,4184.69,3850.0,4139.98,381.309763,2153,274.336042
1503187200000,4120.98,4211.08,4032.62,4086.29,467.083022,2321,376.795947
1503273600000,4069.13,4119.62,3911.79,4016.0,691.74306,3972,557.356107
1503360000000,4016.0,4104.82,3400.0,4040.0,966.684858,6494,423.995181
1503446400000,4040.0,4265.8,4013.89,4114.01,1001.136565,8629,309.419092
1503532800000,4147.0,4371.68,4085.01,4316.01,787.418753,6247,206.820412
1503619200000,4316.01,4453.91,4247.48,4280.68,573.61274,6554,100.097974
1503705600000,4280.71,4367.0,4212.41,4337.44,228.108068,2260,56.190141
1503792000000,4332.51,4400.0,4285.54,4310.01,350.692585,3670,101.651358
1503878400000,4310.01,4399.82,4124.54,4386.69,603.841616,4349,142.787782
1503964800000,4353.65,4625.85,4313.55,4587.48,603.545028,4159,143.442567
1504051200000,4564.52,4647.51,4416.01,4555.14,808.468771,5551,196.062252
1504137600000,4555.14,4745.42,4555.14,4724.89,556.956802,4161,131.947325
1504224000000,4689.89,4885.55,4654.88,4834.91,560.666366,4000,118.660103
1504310400000,4796.16,4939.19,4286.87,4472.14,929.148595,7475,379.199863
1504396800000,4508.5,4714.76,4298.33,4509.08,691.216198,6022,258.934536
1504483200000,4505.0,4527.49,3972.51,4100.11,1394.644614,9317,578.600851
1504569600000,4106.97,4484.99,3603.0,4366.47,1228.938157,10084,533.476065
1504656000000,4366.49,4662.87,4335.26,4619.77,807.363726,7956,422.923063
1504742400000,4619.77,4788.59,4438.19,4691.61,500.429975,3070,240.683949
1504828800000,4691.66,4735.39,4028.93,4282.8,1132.255046,4733,465.962119
1504915200000,4282.8,4426.62,4150.06,4258.81,658.782952,3777,287.989805
1505001600000,4258.81,4283.0,3801.0,4130.37,660.373275,3435,291.786887
1505088000000,4153.62,4334.43,4098.91,4208.47,699.989065,4228,322.19833
1505174400000,4208.6,4394.59,4040.8,4163.72,879.630319,6501,451.78067
1505260800000,4159.72,4165.38,3760.0,3944.69,913.462545,5019,363.053413
1505347200000,3944.0,3993.0,3165.13,3189.02,1665.021543,9066,761.153976
1505433600000,3188.01,3856.0,2817.0,3700.0,1968.866492,10445,966.122245
1505520000000,3674.01,3950.0,3470.66,3714.95,1297.563953,8809,624.887842
1505606400000,3685.23,3748.21,3499.02,3699.99,682.17121,6355,273.931976
1505692800000,3690.0,4123.2,3690.0,4035.01,1030.006455,8220,417.638722
1505779200000,4060.0,4089.97,3830.91,3910.04,902.332129,7342,257.320352
1505865600000,3910.04,4046.08,3820.0,3900.0,720.935076,7231,395.275138
1505952000000,3889.99,3910.0,3567.0,3609.99,1001.654084,8714,517.258926
1506038400000,3592.84,3750.0,3505.55,3595.87,838.966425,8152,511.059869
1506124800000,3595.88,3817.19,3542.91,3780.0,752.792791,8402,431.94671
1506211200000,3779.54,3789.99,3622.76,3660.02,661.63639,8724,290.93917
1506297600000,3660.02,3979.87,3653.69,3920.75,727.994713,9740,298.839159
1506384000000,3928.0,3976.99,3850.05,3882.35,526.727987,7971,225.570283
1506470400000,3882.36,4249.94,3872.81,4193.0,628.170966,8373,348.083641
1506556800000,4192.11,4300.0,4101.0,4174.5,849.785325,11426,364.517452
1506643200000,4178.98,4263.86,3952.01,4174.69,1602.309565,14834,660.408235
1506729600000,4175.0,4380.0,4138.1,4378.51,720.353183,9324,292.966693
1506816000000,4378.49,4406.52,4240.04,4378.48,726.963685,9816,291.975904
1506902400000,4400.0,4561.63,4360.0,4380.0,655.756974,8185,289.541406
1506988800000,4380.0,4467.33,4180.8,4310.0,1082.323563,12379,492.735181
1507075200000,4314.9,4373.0,4142.0,4208.59,868.465101,11006,292.928777
1507161600000,4208.59,4355.0,4110.0,4292.43,779.138638,9158,351.042019
1507248000000,4318.99,4417.0,4292.0,4369.0,506.529176,6546,226.148177
1507334400000,4369.0,4479.5,4312.56,4423.0,297.5975,4804,145.313076
1507420800000,4425.0,4658.0,4425.0,4640.0,518.462004,7580,280.094854
1507507200000,4640.0,4889.98,4550.0,4786.95,646.463145,10372,350.756559
1507593600000,4786.95,4960.0,4680.59,4783.06,1043.221773,11967,678.832674
1507680000000,4783.06,4881.61,4710.0,4821.43,753.429396,5895,540.087975
1507766400000,4821.43,5439.99,4810.16,5430.0,1276.701482,8030,796.594719
1507852800000,5439.99,5846.17,5379.84,5649.98,1879.82762,11663,878.638077
1507939200000,5650.0,5900.0,5580.01,5869.99,970.759046,6259,433.794904
1508025600000,5855.03,5922.3,5400.01,5709.99,1343.523375,7452,601.422361
1508112000000,5710.0,5788.91,5585.19,5760.02,1528.996462,9153,719.218538
1508198400000,5760.0,5774.98,5508.63,5595.0,1429.869376,9755,688.766779
1508284800000,5595.0,5596.0,5037.95,5512.06,2317.804373,14824,1039.622475
1508371200000,5513.0,5710.0,5490.26,5683.9,1881.722107,11553,866.172234
1508457600000,5683.31,6110.0,5600.0,6010.01,1972.97722,11656,833.037457
1508544000000,6013.72,6171.0,5850.03,6024.97,1664.307693,10182,796.022575
1508630400000,6003.27,6060.0,5720.03,5950.02,1362.092216,8846,559.072342
1508716800000,5975.0,6080.0,5621.03,5915.93,1812.557715,10736,733.791079
1508803200000,5909.47,5925.0,5450.0,5477.03,2580.418767,13075,1128.826117
1508889600000,5506.92,5704.96,5286.98,5689.99,2282.813205,12026,1102.091326
1508976000000,5670.1,5939.99,5650.0,5861.77,1972.965882,11429,779.739997
1509062400000,5861.77,5980.0,5649.24,5768.83,1403.706416,8305,624.087409
1509148800000,5768.79,5850.02,5630.03,5719.64,1276.754412,8556,522.437128
1509235200000,5709.98,6189.88,5648.01,6169.98,1804.778173,10651,954.170196
1509321600000,6133.01,6248.68,6030.0,6120.5,1473.687043,9027,568.13297
1509408000000,6120.52,6498.01,6100.0,6463.0,1511.774925,12503,666.763568
1509494400000,6463.0,6774.67,6338.02,6753.98,1675.615188,16775,681.762424
1509580800000,6753.98,7300.0,6685.1,7019.98,2503.610803,20222,1152.043042
1509667200000,7010.31,7346.34,6923.0,7115.04,1891.497592,15375,790.186344
1509753600000,7115.02,7480.99,6901.0,7357.09,1399.191767,13395,638.387268
1509840000000,7357.27,7590.25,7279.02,7345.01,1207.83233,11090,540.675195
1509926400000,7345.1,7401.0,6906.0,6960.12,1763.019261,13525,730.003787
1510012800000,6981.72,7198.49,6901.0,7064.04,1440.259494,13132,591.187992
1510099200000,7070.0,7770.02,6651.0,7303.0,2822.298802,24381,1291.344472
1510185600000,7303.01,7392.0,7015.0,7079.99,1913.398308,13818,724.154878
